state,timestamp,latitude,longitude,temperature_high,temperature_mid,temperature_low,dew_point,humidity,cloud_cover,moon_phase,precip_intensity,precip_probability,pressure,uv_index,visibility,wind_bearing,wind_speed
Washington,1967-08-16T12:00:00Z,46.94917,-122.6869,93.71,74.48,55.25,51.53,0.51,0.11,0.39,0.0,0.0,1013.97,8.0,7.47,290.0,2.24
Washington,1991-06-08T12:00:00Z,46.71833,-122.1767,,,,,,,,,,,,,,
Washington,1995-06-10T12:00:00Z,47.01278,-121.4642,53.22,42.25,31.28,39.63,0.86,0.8,0.41,0.0,0.0,1016.55,5.0,8.02,110.0,4.04
Washington,1986-08-09T12:00:00Z,48.36861,-122.2778,61.76,55.73,49.7,55.2,0.98,0.08,0.13,,,1011.39,7.0,7.0,245.0,3.4
Washington,1969-03-05T12:00:00Z,45.66194,-122.0144,,,,37.91,0.96,0.97,0.55,0.0069,1.0,1012.88,3.0,8.62,215.0,11.41
Washington,1967-10-18T12:00:00Z,46.385,-122.1379,,,,,,,,,,,,,,
Washington,1971-08-27T12:00:00Z,46.27583,-122.2083,,,,,,,,,,,,,,
Washington,1997-11-20T12:00:00Z,46.15194,-122.1572,,,,,,,,,,,,,,
Washington,1978-04-29T12:00:00Z,45.62778,-122.0194,62.96,54.755,46.55,38.66,0.65,0.52,0.74,0.0,0.0,1019.03,8.0,9.7,308.0,2.12
Washington,1972-05-22T12:00:00Z,45.746390000000005,-122.2375,,,,42.74,0.93,1.0,0.33,0.0015,1.0,1020.5,5.0,10.0,299.0,4.51
Washington,1958-05-14T12:00:00Z,48.2475,-121.9425,74.55,62.585,50.62,43.48,0.54,0.69,0.87,,,1021.11,4.0,9.87,22.0,1.97
Washington,1980-01-11T12:00:00Z,48.115559999999995,-122.0958,40.02,37.985,35.95,30.05,0.79,1.0,0.79,,,992.79,1.0,7.2,126.0,12.43
Washington,1980-06-28T12:00:00Z,48.1472,-121.3819,,,,,,,,,,,,,,
Washington,1988-07-13T12:00:00Z,47.9817,-122.0447,64.91,59.76,54.61,53.87,0.78,0.98,0.01,,,1014.83,4.0,10.0,32.0,0.55
Washington,2000-02-06T12:00:00Z,47.7853,-121.6647,49.5,44.995,40.49,42.43,0.92,0.6,0.04,,,1024.68,2.0,10.0,111.0,7.0
Washington,1977-07-29T12:00:00Z,46.803000000000004,-122.4133,71.46,59.795,48.13,50.11,0.71,0.41,0.47,0.0,0.0,1024.95,7.0,10.0,261.0,1.65
Washington,1984-05-16T12:00:00Z,46.985,-122.7669,58.93,50.67,42.41,40.87,0.7,0.66,0.56,0.0,0.0,1019.04,5.0,8.88,201.0,4.98
Washington,1996-08-16T12:00:00Z,46.9974,-122.1694,69.26,59.335,49.41,53.33,0.78,0.73,0.07,,,1020.74,5.0,8.69,224.0,4.54
Washington,1996-08-30T12:00:00Z,46.71444,-120.6694,80.85,63.3,45.75,48.96,0.58,0.0,0.58,0.0,0.0,1012.12,7.0,9.95,283.0,7.82
Washington,1997-10-25T12:00:00Z,46.979440000000004,-121.0939,48.41,43.91,39.41,30.36,0.6,0.44,0.83,,,1024.45,3.0,10.0,92.0,2.91
Washington,1941-10-15T12:00:00Z,46.246390000000005,-120.8681,,,,,,,,,,,,,,
Washington,1980-04-15T12:00:00Z,45.69833,-121.7753,72.14,,,38.35,0.49,0.32,0.03,,,1025.2,7.0,10.0,302.0,5.51
Washington,1975-05-25T12:00:00Z,48.21167,-121.6769,,,,,,,,,,,,,,
Washington,1948-05-15T12:00:00Z,47.93722,-123.82,,,,,,,,,,,,,,
Washington,1975-10-11T12:00:00Z,47.1772,-122.1852,55.75,51.79,47.83,48.37,0.92,0.81,0.24,0.0,0.0,1015.51,2.0,6.89,38.0,0.67
Washington,1975-10-13T12:00:00Z,47.2416,-122.1833,54.61,50.55,46.49,48.51,0.89,0.96,0.3,0.0,0.0,1023.85,2.0,8.79,193.0,3.33
Washington,1977-08-27T12:00:00Z,48.8178,-122.1656,67.18,61.96,56.74,51.64,0.78,0.79,0.46,,,1015.2,4.0,10.0,184.0,4.45
Washington,2000-10-11T12:00:00Z,46.5672,-122.2963,58.63,,,48.06,0.9,0.53,0.44,,,1013.88,2.0,5.6,48.0,0.89
Washington,2000-04-15T12:00:00Z,46.558609999999994,-122.2739,55.16,,,45.89,0.84,0.82,0.4,,,,5.0,5.0,147.0,2.83
Washington,1996-02-25T12:00:00Z,46.5579,-122.2988,42.88,,,30.62,0.86,0.75,0.24,,,1016.29,3.0,6.68,338.0,0.59
Washington,1973-05-19T12:00:00Z,47.4549,-122.2825,59.1,51.41,43.72,42.68,0.7,0.87,0.58,0.0,0.0,1015.37,5.0,9.93,214.0,7.47
Washington,1977-12-29T12:00:00Z,48.1278,-121.7692,34.34,,,32.1,1.0,1.0,0.63,,,,1.0,4.33,108.0,3.2
Washington,1976-01-30T12:00:00Z,48.363609999999994,-120.1211,,,,,,,,,,,,,,
Washington,1967-03-15T12:00:00Z,46.23361,-119.3172,,,,,,,,,,,,,,
Washington,1980-05-24T12:00:00Z,48.2681,-121.3314,,,,,,,,,,,,,,
Washington,2004-10-17T12:00:00Z,47.35305,-120.2955,49.13,44.69,40.25,44.76,0.92,0.88,0.13,0.0157,1.0,993.41,2.0,9.35,321.0,0.76
Washington,2001-03-11T12:00:00Z,46.03944,-118.0711,46.7,40.665,34.63,32.97,0.83,0.17,0.58,,,1020.0,4.0,10.0,194.0,11.24
Washington,2001-03-08T12:00:00Z,46.0675,-118.0519,43.55,35.545,27.54,38.73,0.98,0.84,0.47,0.0366,1.0,1018.97,3.0,8.86,187.0,9.41
Washington,2001-04-25T12:00:00Z,46.9382,-122.382,73.04,59.85,46.66,51.24,0.76,0.57,0.07,0.0,0.0,1018.49,7.0,7.77,19.0,4.18
Washington,1982-06-02T12:00:00Z,46.9705,-123.6288,59.89,,,45.27,0.74,0.77,0.38,,,1016.75,7.0,,265.0,5.05
Washington,1996-05-26T12:00:00Z,48.95835,-119.7084,75.96,,,40.82,0.43,,0.29,,,1013.22,0.0,,311.0,7.98
Washington,1984-01-15T12:00:00Z,45.7811,-122.5322,40.68,31.335,21.99,17.57,0.52,0.0,0.4,0.0,0.0,1028.19,1.0,10.0,90.0,13.77
Washington,2001-06-11T12:00:00Z,46.0722,-121.3055,,,,,,,,,,,,,,
Washington,2001-09-09T12:00:00Z,48.5149,-121.2543,,,,,,,,,,,,,,
Washington,1965-07-30T12:00:00Z,47.3338,-121.2309,,,,,,,,,,,,,,
Washington,2001-09-01T12:00:00Z,46.67111,-121.5863,,,,,,,,,,,,,,
Washington,2004-10-10T12:00:00Z,46.96515,-122.69,62.1,53.8,45.5,49.64,0.86,0.64,0.88,0.0,0.0,1024.62,3.0,8.49,193.0,1.36
Washington,1992-01-01T12:00:00Z,46.766000000000005,-122.1652,41.05,39.235,37.42,35.47,0.99,0.95,0.9,,,1017.45,1.0,6.77,168.0,2.7
Washington,1995-05-26T12:00:00Z,47.0466,-121.51,,,44.47,37.36,0.49,0.36,0.92,0.0,0.0,1017.05,5.0,10.0,306.0,3.37
Washington,1984-10-20T12:00:00Z,48.86,-121.6738,,,,,,,,,,,,,,
Washington,2002-05-09T12:00:00Z,46.3261,-122.4988,53.67,45.505,37.34,35.97,0.75,0.56,0.91,,,1021.83,5.0,10.0,271.0,1.96
Washington,1999-06-15T12:00:00Z,47.6068,-121.9008,67.83,61.465,55.1,54.49,0.8,0.68,0.08,0.0011,1.0,1013.3,7.0,9.97,203.0,6.68
Washington,1952-07-01T12:00:00Z,46.1911,-123.1875,68.58,55.61,42.64,48.69,0.71,0.74,0.29,,,1026.06,5.0,10.0,319.0,3.63
Washington,2002-05-18T12:00:00Z,46.3758,-122.5855,66.16,55.79,45.42,42.63,0.67,0.36,0.22,,,1011.93,8.0,10.0,321.0,1.46
Washington,1994-07-15T12:00:00Z,46.7002,-122.1983,,,,,,,,,,,,,,
Washington,1982-08-15T12:00:00Z,47.0183,-121.5344,63.28,55.81,48.34,43.0,0.68,0.18,0.88,0.0,0.0,1018.88,6.0,8.67,229.0,8.08
Washington,1977-08-14T12:00:00Z,47.6181,-121.3114,81.11,71.575,62.04,47.43,0.45,0.1,0.99,0.0,0.0,1009.08,7.0,8.17,236.0,9.14
Washington,2001-05-13T12:00:00Z,46.6622,-122.9627,67.37,57.56,47.75,46.6,0.74,0.86,0.7,0.0005,1.0,1015.77,5.0,9.56,206.0,4.45
Washington,2002-08-03T12:00:00Z,45.8083,-121.9063,74.24,62.955,51.67,44.48,0.55,0.3,0.82,,,1015.45,9.0,10.0,272.0,2.64
Washington,1999-10-20T12:00:00Z,46.3105,-122.02799999999999,,,,,,,,,,,,,,
Washington,2002-08-04T12:00:00Z,48.53944,-121.745,62.59,58.08,53.57,47.75,0.7,,0.86,,,,0.0,,,0.0
Washington,1992-04-01T12:00:00Z,47.288000000000004,-121.9658,68.66,57.49,46.32,45.24,0.69,0.14,0.95,0.0,0.0,1021.18,5.0,9.66,353.0,5.15
Washington,2002-09-14T12:00:00Z,46.5347,-122.4275,83.58,69.7,55.82,51.19,0.51,,0.28,,,,1.0,,4.0,0.7
Washington,2004-10-13T12:00:00Z,47.8306,-123.2135,54.24,48.485,42.73,45.57,1.0,0.02,0.98,0.0,0.0,1028.54,3.0,10.0,6.0,1.0
Washington,2002-11-16T12:00:00Z,47.0019,-121.6279,39.3,36.26,33.22,32.17,0.94,0.61,0.4,0.0082,1.0,1011.72,1.0,7.7,269.0,2.97
Washington,1969-11-19T12:00:00Z,46.67389,-121.5867,,,,,,,,,,,,,,
Washington,1969-11-15T12:00:00Z,46.6711,-121.5863,,,,,,,,,,,,,,
Washington,2003-03-18T12:00:00Z,45.9358,-120.9855,49.75,41.7,33.65,31.28,0.76,0.38,0.52,,,1024.24,5.0,10.0,223.0,1.08
Washington,2003-04-23T12:00:00Z,48.76075,-122.2156,50.51,47.79,45.07,43.66,0.85,0.87,0.76,0.0148,1.0,1007.52,4.0,9.38,87.0,2.7
Washington,2003-04-24T12:00:00Z,46.33425,-123.5439,48.29,42.125,35.96,39.11,0.91,0.6,0.79,0.0086,1.0,1008.54,6.0,9.62,179.0,2.75
Washington,2003-07-17T12:00:00Z,48.83558,-117.2776,86.86,70.35,53.84,34.68,0.28,,0.64,0.0,0.0,,0.0,,188.0,0.75
Washington,2003-05-08T12:00:00Z,47.94056,-122.7919,57.14,51.315,45.49,41.47,0.73,0.6,0.23,,,1014.89,7.0,8.44,315.0,3.64
Washington,2003-07-21T12:00:00Z,46.4984,-120.4474,95.49,77.02,58.55,46.09,0.35,0.0,0.76,0.0,0.0,1016.15,9.0,10.0,206.0,0.31
Washington,1978-11-11T12:00:00Z,46.356390000000005,-123.6081,44.0,36.09,28.18,18.42,0.51,0.3,0.4,0.0,0.0,1021.68,2.0,10.0,72.0,4.35
Washington,2003-11-05T12:00:00Z,45.8331,-122.3985,46.63,37.945,29.26,21.73,0.54,0.28,0.4,0.0,0.0,1022.16,2.0,10.0,84.0,3.21
Washington,1978-06-21T12:00:00Z,47.4259,-123.8763,,,,,,,,,,,,,,
Washington,2003-11-07T12:00:00Z,46.80505,-121.0909,34.04,31.69,29.34,15.51,0.62,0.71,0.46,0.0,0.0,1024.55,2.0,9.89,60.0,0.75
Washington,1992-08-15T12:00:00Z,47.4028,-123.2022,81.44,63.99,46.54,50.35,0.65,0.0,0.57,,,,8.0,10.0,41.0,1.93
Washington,1998-04-01T12:00:00Z,47.8573,-121.6352,47.78,,,36.58,0.71,0.87,0.18,,,,3.0,10.0,325.0,2.08
Washington,2001-07-15T12:00:00Z,46.0471,-122.8294,60.12,57.26,54.4,49.21,0.76,0.9,0.82,,,1014.33,4.0,10.0,316.0,2.08
Washington,2003-11-19T12:00:00Z,46.0573,-117.9793,51.88,38.04,24.2,30.19,0.78,0.54,0.85,0.0048,0.83,1010.36,1.0,9.46,223.0,7.94
Washington,2004-11-16T12:00:00Z,47.763000000000005,-122.5344,52.65,46.605,40.56,44.86,0.88,0.91,0.16,0.0014,1.0,1022.14,1.0,8.83,183.0,2.98
Washington,1999-10-15T12:00:00Z,46.81045,-124.072,58.25,46.905,35.56,41.13,0.83,0.45,0.2,,,1031.31,3.0,9.17,81.0,1.78
Washington,1986-12-25T12:00:00Z,47.39,-122.2187,44.21,43.22,42.23,38.23,0.85,0.98,0.8,0.0307,1.0,1016.98,1.0,7.22,156.0,3.87
Washington,2004-11-08T12:00:00Z,46.3105,-121.9256,56.12,46.065,36.01,34.28,0.61,,0.86,0.0,0.0,,0.0,,60.0,1.84
Washington,1993-02-15T12:00:00Z,45.8911,-122.4076,39.11,30.25,21.39,15.46,0.47,0.21,0.82,0.0,0.0,1020.64,3.0,10.0,91.0,12.24
Washington,2004-07-03T12:00:00Z,47.87725,-121.8943,68.78,62.34,55.9,54.61,0.79,0.77,0.55,0.0012,0.75,1018.1,5.0,9.3,350.0,1.33
Washington,1998-09-15T12:00:00Z,47.0958,-122.2356,78.38,65.765,53.15,51.6,0.67,0.29,0.84,0.0,0.0,1010.79,5.0,9.02,336.0,3.93
Washington,1980-09-07T12:00:00Z,48.68985,-122.4078,62.62,53.625,44.63,52.26,0.88,0.68,0.95,,,1018.12,4.0,9.51,238.0,2.84
Washington,2004-11-29T12:00:00Z,46.05,-121.95,39.59,34.675,29.76,,,,0.59,,,,1.0,,115.0,2.89
Washington,2005-02-15T12:00:00Z,47.62769,-117.3606,35.43,26.12,16.81,12.58,0.6,0.17,0.24,0.0,0.0,1028.82,2.0,10.0,352.0,0.55
Washington,2005-04-20T12:00:00Z,47.485,-121.5287,56.9,46.785,36.67,38.99,0.88,0.12,0.38,0.0,0.0,1017.6,8.0,9.87,215.0,0.13
Washington,2004-06-15T12:00:00Z,43.742509999999996,-121.6009,64.79,51.675,38.56,33.04,0.53,,0.94,0.009000000000000001,0.68,,0.0,,19.0,1.7
Washington,1974-06-27T12:00:00Z,47.185559999999995,-122.2917,64.41,56.485,48.56,48.88,0.71,0.95,0.28,0.0,0.0,1019.12,5.0,8.82,224.0,6.32
Washington,2000-09-01T12:00:00Z,47.79,-122.54,66.01,59.38,52.75,46.32,0.66,0.79,0.12,0.0,0.0,1009.65,5.0,10.0,184.0,4.41
Washington,2005-09-26T12:00:00Z,47.28069,-122.8833,71.72,62.315,52.91,45.72,0.67,0.12,0.79,0.0,0.0,1017.29,4.0,10.0,354.0,0.69
Washington,2005-12-01T12:00:00Z,46.98621,-123.8161,39.06,36.8,34.54,32.33,0.84,0.76,0.01,0.0026,1.0,1001.52,1.0,8.91,80.0,5.19
Washington,1980-05-10T12:00:00Z,48.35552,-121.8668,,,,,,,,,,,,,,
Washington,2005-11-17T12:00:00Z,45.74715,-122.2339,43.21,36.445,29.68,35.56,0.99,0.38,0.56,0.0,0.0,1029.63,2.0,9.15,51.0,1.98
Washington,1983-05-11T12:00:00Z,47.14385,-122.3055,63.93,51.93,39.93,42.96,0.74,0.4,0.96,0.0,0.0,1023.74,7.0,7.91,312.0,0.96
Washington,2004-07-29T12:00:00Z,47.3631,-123.9718,80.2,68.3,56.4,55.98,0.76,1.0,0.43,0.0,0.0,1016.43,4.0,6.98,274.0,1.84
Washington,2005-06-23T12:00:00Z,47.7393,-121.9749,70.41,61.14,51.87,50.71,0.72,0.41,0.56,0.0,0.0,1020.32,9.0,9.95,330.0,1.6
Washington,2006-07-25T12:00:00Z,48.19923,-120.7772,81.58,69.99,58.4,42.95,0.39,,0.02,0.0,0.0,,0.0,,294.0,1.76
Washington,2006-11-03T12:00:00Z,47.74897,-122.4966,58.73,57.285,55.84,52.58,0.88,0.99,0.44,0.0199,1.0,1006.55,1.0,10.0,159.0,4.98
Washington,2006-09-28T12:00:00Z,48.32956,-119.18700000000001,79.04,63.33,47.62,44.04,0.56,0.0,0.2,0.0,0.0,1017.74,4.0,10.0,295.0,0.33
Washington,2006-08-15T12:00:00Z,46.84565,-122.3076,68.09,57.745,47.4,48.77,0.72,0.6,0.74,0.0,0.0,1017.36,5.0,9.78,234.0,2.27
Washington,2008-01-28T12:00:00Z,47.45411,-122.3219,36.69,35.8,34.91,31.17,0.88,0.96,0.71,0.0026,0.58,1005.75,1.0,10.0,188.0,2.03
Washington,2001-05-01T12:00:00Z,47.01562,-122.0282,50.8,43.005,35.21,39.65,0.85,0.72,0.29,,,1025.94,5.0,8.62,221.0,11.8
Washington,2007-05-23T12:00:00Z,48.9588,-119.7085,73.01,62.28,51.55,28.14,0.3,,0.25,0.0,0.0,1016.72,0.0,,180.0,1.43
Washington,2007-10-20T12:00:00Z,48.399359999999994,-122.645,51.28,49.8,48.32,43.16,0.83,0.98,0.3,0.0003,0.34,1012.21,2.0,9.71,135.0,7.66
Washington,2006-11-18T12:00:00Z,46.60207,-123.3749,47.38,43.91,40.44,38.4,0.92,0.98,0.93,0.0,0.0,1020.17,1.0,5.72,154.0,1.11
Washington,1982-06-04T12:00:00Z,47.00625,-123.2902,62.9,56.415,49.93,44.03,0.72,0.74,0.44,0.0,0.0,1016.36,5.0,10.0,249.0,5.4
Washington,2007-08-23T12:00:00Z,48.31199,-120.6599,80.02,69.845,59.67,46.48,0.46,,0.34,0.0,0.0,,0.0,,244.0,0.34
Washington,2003-08-15T12:00:00Z,46.52352,-122.3045,67.7,60.745,53.79,51.42,0.65,1.0,0.62,0.0003,0.31,1019.88,4.0,10.0,255.0,0.87
Washington,1994-09-24T12:00:00Z,46.67816,-121.5763,,,,,,,,,,,,,,
Washington,2007-11-16T12:00:00Z,47.49865,-123.2182,49.28,44.465,39.65,44.27,0.96,0.93,0.22,0.01,1.0,1010.69,1.0,9.98,185.0,1.69
Washington,2008-04-05T12:00:00Z,46.98278,-123.1742,43.76,39.815,35.87,35.21,0.95,0.8,0.98,0.0031,0.95,1014.35,4.0,9.88,174.0,1.2
Washington,1987-07-05T12:00:00Z,46.75468,-122.1183,,,,,,,,,,,,,,
Washington,2008-07-01T12:00:00Z,47.4506,-122.3234,76.66,65.76,54.86,53.95,0.71,0.42,0.95,0.0,0.0,1016.24,9.0,10.0,228.0,1.17
Washington,2008-07-14T12:00:00Z,47.503190000000004,-123.8343,76.5,61.96,47.42,47.4,0.65,,0.39,0.0,0.0,,0.0,,310.0,2.53
Washington,1974-10-16T12:00:00Z,47.75034,-122.1979,69.4,56.345,43.29,45.41,0.73,0.07,0.05,0.0,0.0,1022.56,3.0,7.39,150.0,1.79
Washington,2000-08-14T12:00:00Z,47.435340000000004,-121.7666,66.27,57.605,48.94,48.72,0.76,0.4,0.48,0.0,0.0,1020.5,6.0,10.0,217.0,3.09
Washington,2008-04-12T12:00:00Z,46.4205,-123.8165,70.07,56.705,43.34,44.7,0.74,0.03,0.25,0.0,0.0,1021.08,7.0,9.86,103.0,0.66
Washington,1990-12-03T12:00:00Z,47.481759999999994,-121.6548,45.07,44.055,43.04,41.33,0.93,0.97,0.56,0.0014,0.21,1021.13,1.0,7.34,156.0,10.07
Washington,2007-08-18T12:00:00Z,46.85,-121.25,52.71,45.46,38.21,40.86,0.87,0.62,0.19,0.0015,0.77,1012.78,8.0,5.93,263.0,2.19
Washington,1995-01-15T12:00:00Z,46.94102,-123.7727,47.1,45.125,43.15,43.99,0.96,0.98,0.46,,,1006.84,1.0,,205.0,3.15
Washington,2002-07-15T12:00:00Z,47.13485,-121.9418,73.98,62.17,50.36,49.05,0.68,0.09,0.2,0.0,0.0,1016.33,9.0,9.82,326.0,1.85
Washington,2009-08-04T12:00:00Z,47.70178,-121.1859,80.52,65.655,50.79,42.4,0.45,0.0,0.46,0.0,0.0,1015.19,8.0,10.0,260.0,1.14
Washington,2006-11-18T12:00:00Z,46.2965,-122.3431,41.55,39.97,38.39,34.7,0.94,0.78,0.93,0.0,0.0,1020.17,1.0,8.59,136.0,2.11
Washington,1991-10-15T12:00:00Z,47.575759999999995,-121.7427,74.82,63.71,52.6,48.36,0.68,0.01,0.25,0.0,0.0,1012.3,3.0,10.0,189.0,4.77
Washington,2010-05-22T12:00:00Z,46.84748,-122.2719,53.25,47.0,40.75,41.71,0.87,0.74,0.32,0.0017,0.49,1013.29,7.0,10.0,205.0,1.17
Washington,1995-08-15T12:00:00Z,45.90052,-122.3898,64.73,59.325,53.92,51.96,0.74,0.96,0.67,0.0005,1.0,1010.89,5.0,10.0,324.0,5.06
Washington,2009-06-15T12:00:00Z,48.308,-122.215,67.76,58.795,49.83,50.42,0.74,0.6,0.75,0.0,0.0,1015.35,5.0,9.86,248.0,1.95
Washington,2010-10-22T12:00:00Z,48.32675,-121.6962,47.32,40.355,33.39,41.13,0.99,0.81,0.48,0.0053,1.0,,2.0,10.0,137.0,0.67
Washington,2002-08-01T12:00:00Z,47.2838,-124.2306,58.2,55.875,53.55,48.36,0.82,0.41,0.76,,,1019.95,8.0,8.25,305.0,7.97
Washington,1976-09-15T12:00:00Z,47.17295,-122.2214,62.89,56.325,49.76,51.45,0.85,0.55,0.72,0.0,0.0,1020.11,3.0,6.02,29.0,3.01
Washington,2008-06-07T12:00:00Z,47.12045,-121.5298,44.86,42.575,40.29,40.47,0.92,1.0,0.15,0.0029,0.48,1020.97,5.0,3.99,257.0,1.93
Washington,1990-07-30T12:00:00Z,46.88234,-122.4331,86.56,72.49,58.42,57.77,0.65,0.21,0.29,0.0,0.0,1015.42,7.0,10.0,262.0,3.15
Washington,1978-08-05T12:00:00Z,46.63477,-122.7746,80.46,64.835,49.21,51.94,0.68,0.02,0.05,0.0,0.0,1022.7,8.0,10.0,345.0,2.43
Washington,2004-08-14T12:00:00Z,45.96112,-121.6314,75.68,67.64,59.6,53.34,0.58,,0.95,0.0,0.0,,0.0,,289.0,0.83
Washington,1983-09-24T12:00:00Z,48.08955,-123.3678,,,,,,0.87,0.58,,,,3.0,,184.0,1.59
Washington,1986-09-15T12:00:00Z,47.10637,-122.5958,68.2,59.375,50.55,46.49,0.69,0.92,0.42,0.0032,0.74,1014.45,4.0,8.93,36.0,0.63
Washington,1995-07-05T12:00:00Z,48.92928,-122.2638,72.63,62.58,52.53,52.7,0.68,0.69,0.25,,,1017.09,7.0,10.0,214.0,4.99
Washington,2012-03-20T12:00:00Z,46.785709999999995,-122.7515,43.68,38.815,33.95,37.36,0.88,0.93,0.94,0.0078,0.95,1007.93,3.0,9.69,194.0,4.23
Washington,2011-09-04T12:00:00Z,47.94001,-124.3863,74.21,63.425,52.64,46.19,0.61,0.0,0.25,0.0,0.0,1013.35,6.0,10.0,332.0,1.81
Washington,2010-09-15T12:00:00Z,45.868829999999996,-121.4813,71.01,64.315,57.62,49.74,0.69,0.32,0.27,0.0004,0.4,1014.08,6.0,9.93,254.0,1.23
Washington,2011-09-01T12:00:00Z,48.03114,-121.6708,65.82,56.325,46.83,47.56,0.88,0.6,0.14,0.0,0.0,1021.6,6.0,9.71,301.0,0.25
Washington,2012-06-02T12:00:00Z,46.53686,-122.20200000000001,55.02,48.765,42.51,48.36,0.92,,0.44,0.0091,1.0,,0.0,,261.0,0.73
Washington,2004-07-15T12:00:00Z,47.08824,-123.7194,70.13,64.3,58.47,55.57,0.83,0.93,0.95,0.0004,0.85,1017.62,5.0,9.75,244.0,2.49
Washington,2012-09-12T12:00:00Z,47.05072,-122.4212,71.25,57.375,43.5,43.75,0.66,0.0,0.88,0.0,0.0,1025.99,6.0,10.0,7.0,1.43
Washington,2012-11-07T12:00:00Z,48.05305,-121.429,40.95,34.69,28.43,35.75,0.94,,0.78,0.011000000000000001,0.73,,0.0,,194.0,0.27
Washington,2008-01-02T12:00:00Z,47.09762,-122.5368,45.23,43.665,42.1,38.61,0.87,0.93,0.82,0.0112,1.0,1012.22,1.0,9.51,169.0,0.83
Washington,2010-06-10T12:00:00Z,48.10255,-122.2763,61.73,56.485,51.24,50.08,0.84,0.96,0.94,0.0008,0.5,1017.13,5.0,9.79,248.0,0.47
Washington,2012-12-11T12:00:00Z,48.11308,-122.1375,44.26,42.115,39.97,40.5,0.93,1.0,0.94,0.0069,0.9,1006.1,1.0,9.57,146.0,2.48
Washington,1986-09-15T12:00:00Z,48.00503,-122.911,61.05,53.84,46.63,46.28,0.84,0.66,0.42,,,1015.42,4.0,7.89,321.0,0.68
Washington,2003-06-15T12:00:00Z,47.78212,-122.52799999999999,71.05,61.775,52.5,46.14,0.59,0.36,0.55,0.0,0.0,1022.86,8.0,10.0,351.0,2.66
Washington,1985-06-08T12:00:00Z,45.63921,-121.9883,75.82,62.79,49.76,46.37,0.65,0.21,0.7,0.0,0.0,1026.95,8.0,9.55,288.0,5.67
Washington,2012-10-10T12:00:00Z,47.06399999999999,-122.3482,51.53,49.65,47.77,44.66,0.92,0.85,0.83,0.0,0.0,1017.0,2.0,9.74,290.0,0.1
Washington,2013-09-30T12:00:00Z,47.0562,-124.0556,56.52,52.29,48.06,48.56,0.81,0.84,0.86,0.0218,1.0,1005.95,4.0,9.41,232.0,6.92
Washington,1986-10-17T12:00:00Z,48.93228,-121.9995,47.36,43.08,38.8,42.07,1.0,0.97,0.5,,,1019.44,2.0,3.99,216.0,1.0
Washington,1989-06-01T12:00:00Z,48.09853,-121.8135,71.73,,,47.54,0.56,0.0,0.93,,,,9.0,10.0,329.0,6.37
Washington,2014-03-01T12:00:00Z,46.77641,-121.9557,33.52,32.495,31.47,29.32,0.91,,0.02,0.0,0.0,,0.0,9.79,83.0,0.83
Washington,2014-05-12T12:00:00Z,47.1902,-120.9783,65.97,55.29,44.61,29.49,0.45,0.0,0.43,0.0,0.0,1028.74,8.0,10.0,97.0,1.26
Washington,2002-05-15T12:00:00Z,47.411840000000005,-123.3212,58.59,46.04,33.49,38.04,0.74,0.61,0.11,,,1021.89,8.0,9.39,252.0,0.78
Washington,2013-09-15T12:00:00Z,48.6254,-118.4262,75.56,63.205,50.85,48.05,0.54,,0.37,0.0044,0.89,,0.0,,94.0,0.8
Washington,2008-07-19T12:00:00Z,48.57028,-119.8345,79.44,65.04,50.64,38.24,0.4,0.0,0.54,0.0,0.0,1011.21,9.0,10.0,1.0,1.1
Washington,2014-06-01T12:00:00Z,46.32793,-122.4349,66.6,57.735,48.87,47.93,0.79,0.6,0.14,0.0,0.0,1018.4,8.0,9.997,279.0,1.84
Washington,2015-08-30T12:00:00Z,48.03062,-117.5429,64.39,56.625,48.86,46.1,0.68,0.51,0.54,0.0064,1.0,1011.57,5.0,8.94,203.0,4.09
Washington,2015-11-11T12:00:00Z,47.34805,-122.741,51.97,46.735,41.5,41.66,0.82,0.45,0.01,0.004,0.98,1024.52,2.0,10.0,204.0,2.64
Washington,2016-05-29T12:00:00Z,47.07405,-122.4428,63.31,53.275,43.24,49.53,0.78,0.73,0.76,0.0002,0.22,1020.32,5.0,9.96,282.0,0.53
Washington,1993-10-15T12:00:00Z,48.93221,-118.609,,,,,,,,,,,,,,
Washington,1998-10-15T12:00:00Z,46.43362,-121.8326,,,,,,,,,,,,,,
Washington,2016-10-02T12:00:00Z,47.77559,-120.8206,60.23,51.64,43.05,36.3,0.66,,0.06,0.0,0.0,,0.0,,23.0,0.42
Washington,2016-01-27T12:00:00Z,47.20113,-121.0161,40.01,38.59,37.17,32.54,0.8,1.0,0.62,0.0002,0.34,1027.01,1.0,4.29,111.0,0.53
Washington,2017-02-25T12:00:00Z,47.82243,-124.195,41.62,37.805,33.99,29.02,0.76,0.59,0.97,0.0016,0.52,1021.53,2.0,9.95,201.0,1.01
Washington,1973-07-15T12:00:00Z,48.52395,-121.4105,,,,,,,,,,,,,,
Washington,2013-11-12T12:00:00Z,46.478159999999995,-121.9103,53.64,50.155,46.67,40.8,0.69,,0.34,0.0075,1.0,,0.0,,270.0,0.76
Washington,2016-05-15T12:00:00Z,47.96136,-118.1611,56.67,51.695,46.72,43.19,0.65,,0.31,0.0,0.0,,0.0,,154.0,0.87
